,created_at,login,name,type,company,location,contributions,public_repos,followers,following
1386,2018,wxm2018,,User,,,,1,0,9
1387,2016,dhengyi,_rainbow,User,Xi`an University of Posts & Telecommunications,,,11,35,19
1388,2016,wholeGale,billge,User,,"Shanghai, China",,43,6,66
1389,2016,HeLiangHIT,Liang He,User,Harbin Institute of Technology,Harbin,,169,35,68
1390,2017,XinZhewu,锌锗钨,User,,Nanning China,,3,3,14
1391,2017,ZzzwyPIN,ZzzwyPIN,User,Ahu University,"Hefei,China",,5,5,6
1392,2018,aLLLiyyy,,User,,,,6,1,1
1393,2018,CheerGirl0309,,User,,,,4,0,5
1394,2017,pigeSky,,User,,,,5,0,4
1395,2015,hhniao,,User,,,,9,3,31
1396,2018,WangYongjun001,,User,,,,0,2,2
1397,2018,xuyagang,Adam,User,,,,11,1,8
1398,2017,fgyeason,FGY,User,,hangzhou,,24,5,83
1399,2017,wxxfe,王肖肖 ,User,学堂在线,,,22,3,119
1400,2017,Na1an,Yuchen BAI,User,,,,19,5,7
1401,2016,BetterZhang,,User,,"Nanjing, China",,28,9,110
1402,2015,Andywang089,Wang Ye,User,"Tianjin Airlines Co., LTD",Tianjin,,7,0,7
1403,2017,dingputongxi,,User,,,,10,7,205
1404,2014,shukaka,,User,,,,8,11,110
1405,2018,cjx018,chen,User,,,,1,0,1
1406,2017,HankBass,,User,,,,15,47,53
1407,2017,fuquanli,李先生怕生,User,,ShangHai,,5,3,8
1408,2015,Windleao,FengLingDu,User,,ShenZhen,,9,0,47
1409,2015,xiaoweiruby,肖威（xiaowei）,User,才华横溢科技（北京）有限责任公司,"beijing,China",,783,943,16237
1410,2018,langzi125,Jackie Chen,User,Delta Electronics,"Shanghai, China",,2,4,2
1411,2013,luhuilei,luhl,User,qingpu,,,1,0,4
1412,2016,superyzh,,User,,,,12,0,23
1413,2018,Sadmoons,,User,,,,2,0,5
1414,2016,chen141225,跳跳糖,User,,JiNan,,130,8,121
1415,2016,NealHUAG,John,User,,,,6,0,3
1416,2018,paiqu,,User,,,,4,0,2
1417,2016,sunchengxiu,Yuppie Programmer丶,User,融云,,,62,4,59
1418,2013,CSZHK,,User,,,,11,0,2
1419,2012,cluo,,User,,,,1838,54,1903
1420,2015,djokovicwang,,User,,,,0,1,33
1421,2017,ArchyYang,,User,,,,4,0,1
1422,2018,fluose,,User,,,,0,2,27
1423,2016,zhangyiding,,User,,,,85,2,70
1424,2013,AliceGuo,AliceGuo,User,,,,2,1,30
1425,2016,caohaiwen,Haiwen  Cao,User,"Department of Information Engineering, The Chinese University of Hong Kong","Sha Tin, Hong Kong",,0,4,4
1426,2015,webshell520,lixiangsheng,User,,,,684,262,4055
1427,2012,ZhangQiuxue,,User,,,,14,6,154
1428,2014,wangtongli,wangtongli,User,TJU,Tianjin,,37,22,8
1429,2015,luoxiaolei,luoxiaolei,User,,"Baotou, China",,42,1,19
1430,2015,hao15239129517,,User,@zhixinst ,"Zhengzhou, Henan, China",,47,37,1670
1431,2017,Noir-desir,noir-desir,User,,,,6,0,8
1432,2017,lionliuchen,千年之狐,User,,china,,15,8,51
1433,2015,Deali-Axy,DealiAxy,User,CodeInstitute,China,,32,8,7
1434,2017,alanumer234,,User,,,,0,0,47
1435,2015,helingang,解忧杂货店,User,,,,11,1,8
1436,2009,wangguoqin1001,WANG Guoqin,User,@ShowingCloud Showing Cloud Inc @SHU-AutoCar-Lab ,Shanghai,,18,12,40
1437,2015,xuduofeng,derek,User,,,,210,5,48
1438,2018,appsleee,,User,,,,1,2,8
1439,2011,liuguanyu,liuguanyu,User,qihoo 360,BeiJing,,117,67,198
1440,2016,Rockflow,stone,User,,,,24,6,54
1441,2017,AnzeWang,,User,,,,1,0,2
1442,2015,leolikang,,User,,,,2,1,9
1443,2016,tzcteddy,,User,,,,26,25,36
1444,2016,tomyanmmx,,User,,,,6,0,10
1445,2018,yaoyunkai,liberty,User,,China,,15,2,25
1446,2016,Wjp43045,Wang JP,User,,,,13,1,8
1447,2016,qytang326,Quanyin Tang,User,Fudan University,"Shanghai, China",,12,12,61
1448,2016,Dimples-yao,Lisy,User,,,,4,1,5
1449,2015,AdiChat,Aditya Chatterjee,User,@OpenGenus ,❤️ Japan ✈︎ India,,21,2555,16412
1450,2016,xiaolanmeng86,,User,,,,13,2,28
1451,2018,AMUcoco,Mengqi Wang,User,,,,0,0,4
1452,2016,worksch,Wright,User,,,,57,0,2
1453,2017,123xzy,AXie,User,,Hangzhou,,24,3,9
1454,2013,itdamo,Tony Feng,User,itdamoyuan.com,,,404,31,246
1455,2014,335622119,,User,,,,31,0,6
1456,2017,cyqmimc,,User,,,,5,1,12
1457,2017,NeXT01,NeXT,User,,,,4,6,145
1458,2017,tys1998,tys1998,User,,"Guangdong, China",,1,2,66
1459,2017,chenkehao1,Chen Ke,User,,qingdao-China,,6,5,33
1460,2018,xiaoxinheihei,,User,,,,5,0,4
1461,2015,lonly-wolf,,User,,,,15,0,2
1462,2018,HAOyanWEI24,HAO延WEI,User,,,,8,7,20
1463,2016,yantailee,,User,,,,151,4,32
1464,2017,smlme,,User,,,,23,0,13
1465,2012,cih315,,User,,,,97,16,212
1466,2018,Samuel008,Samuel,User,,,,2,0,4
1467,2015,dboyxyz,,User,,,,5,1,6
1468,2017,sjbl,,User,,,,0,1,3
1469,2017,hklmtb,Panda,User,Amino Apps,shanghai,,0,5,65
1470,2017,chxpu,Spon9e,User,,"Kunming,Yunnan,China",,7,4,85
1471,2018,AOXinYu,,User,,,,53,1,36
1472,2017,annoymousone,,User,,,,89,3,147
1473,2016,MihaiWong,Mihai Wong,User,,Shanghai China,,50,3,8
1474,2013,jxustlq,,User,,,,6,3,3
1475,2016,SHIJIECHN,shijie,User,Shanghai University,"333 Nanchen Rd,Baoshan,Shanghai",,22,2,9
1476,2015,gavinyangs,Gavin,User,,"NanShan,  ShenZhen,  China",,33,3,16
1477,2015,jackfrost1994,,User,,,,4,0,1
1478,2013,linfox,linfox,User,,ShenZhen,,6,5,77
1479,2015,jiangmuhua,,User,,,,34,0,3
1480,2015,neptunetulip,,User,,,,1,4,6
1481,2014,haochuang,haochuang,User,EISOO,ShangHai,,302,7,63
1482,2017,mozhouwen,,User,,,,29,0,5
1483,2018,RenSLei,rsl,User,,,,9,0,2
1484,2015,Dennisan96,Da An,User,,NYC,,10,3,14
1485,2015,Clark-jhx,Clark_jiang,User,,,,22,6,12
1486,2018,yangbenbo,,User,,,,17,0,4
1487,2015,xyanglzu,,User,,,,32,4,7
1488,2016,brick-carrier,Bugdealer,User,,,,19,2,44
1489,2017,evazc,,User,,,,4,0,45
1490,2014,vjudge,咕噜丹,User,,beijing,,31,54,459
1491,2017,xzs1994,,User,,,,8,3,57
1492,2018,littlelittleboom,,User,,,,6,1,34
1493,2017,nofeetbirds,无脚鸟,User,,,,15,0,2
1494,2018,Shine-heavy,,User,,,,1,0,3
1495,2013,crush0441,,User,,"china, shenzhen",,13,0,14
1496,2017,gaoendi,,User,,,,8,0,4
1497,2016,zeoyzhaogithub,zeoy,User,,"shenzhen,china",,7,2,11
1498,2016,F-loat,柴茂源,User,@youngon-cn ,"TianJin,China",,32,268,25
1499,2018,yangwusi,,User,,,,12,1,44
1500,2018,Anymre,Anymre,User,Not yet,China,,15,2,2
1501,2016,zc910704,Zhang Chen,User,,China,,17,0,11
1502,2015,libp,Li Bp,User,,,,15,9,42
1503,2016,SuperDubbo,隔壁老王,User,HiveBox,"ShenZhen,China",,85,6,42
1504,2017,harity,,User,,,,19,1,73
1505,2014,hupingzhi,,User,,,,1,0,2
1506,2017,yifree,yifree,User,,,,2,1,32
1507,2018,chiwent,,User,,,,49,6,246
1508,2017,w-cat1994,xiongxiaohui,User,,,,7,14,611
1509,2017,gaoxianli,灵魂,User,自由状态,中国深圳,,6,1,10
1510,2015,heavenlwf,Heaven,User,,,,5,1,20
1511,2011,lujiacn,Jia Lu,User,SA,BJ,,65,15,45
1512,2013,kevien,M0rk,User,,iceland,,148,78,497
1513,2013,JasperYanky,Jasper,User,Jiangnan University,Wuxi China,,33,25,37
1514,2015,AhianZhang,Ahian Zhang,User,,beijing,,41,6,69
1515,2016,starnightcyber,starnightcyber,User,USTC,Shanghai,,110,38,64
1516,2017,GoodDriver,与我无关,User,哇,,,13,2,4
1517,2014,xilingwu,,User,,,,0,0,1
1518,2013,Jermic,Yaung,User,Null,Null,,55,84,191
1519,2013,xbfighting,leicheng bai,User,,Shenzhen,,26,24,87
1520,2015,b1ueb0y,,User,,,,90,75,626
1521,2012,einverne,Ein Verne,User,,,,143,89,143
1522,2017,FortuneC00kie,Fortune_C00kie,User,JDSEC security team,"ShangHai,China",,77,86,205
1523,2017,yxlDragonslayer,,User,,,,152,8,184
1524,2015,DOTA2mm,Chuck,User,,"Wuhan, Hubei, China",,21,1,44
1525,2016,harry1080,python_study,User,,,,273,31,435
1526,2012,rekken,,User,,,,1,53,1053
1527,2016,jianshuwuxian,luckymice,User,,,,4,1,8
1528,2017,HubQin,Qin,User,,zhuhai china,,41,11,89
1529,2013,renzhexigua,Jiaxi ®,User,,"Cheng Du, China",,20,13,44
1530,2015,john213,江城,User,,,,3,7,57
1531,2017,yuncheng1998,Fafnir,User,,,,12,6,12
1532,2015,coco413,Coco413,User,,,,244,66,156
1533,2013,vuuihc,Ethan,User,,Beijing.CHINA,,28,16,124
1534,2015,leriou,哎呀是太阳嘛,User,,shanghai,,21,18,19
1535,2011,Everfighting,everfight,User,,Shanghai,,28,13,125
1536,2013,tvvocold,Ray,User,,China,,129,997,3854
1537,2018,wyuand,,User,,,,1,1,12
1538,2015,testsecer,Test404,User,,,,7,93,51
1539,2015,kanting,,User,,Beijing China,,21,11,111
1540,2014,HexFF,,User,,,,328,57,745
1541,2012,itspig,Nick Zhu,User,None,China,,3,3,110
1542,2014,HAOGRE,Xinuo's Father Since 2016/07/16,User,1024.engineer,ChaoYang BeiJing ,,5,14,97
1543,2016,a67793581,carlo,User,,wenzhou,,5,7,11
1544,2015,jordanqin,秦佳东,User,,,,11,5,16
1545,2014,xja,ｚ,User,,,,27,0,10
1546,2014,Jevby,Jevby,User,,,,24,18,517
1547,2017,benjamin-wei,BenjaminWei,User,,,,3,0,1
1548,2014,wutuobangduan,utopia,User,,,,19,10,12
1549,2017,dear-rain,Rain,User,sillinfo,China,,3,26,520
1550,2015,ZhiyuanLIPlus,Zhiyuan LI,User,,Paris,,11,2,6
1551,2017,Applenice,,User,,"Beijing, China",,9,7,66
1552,2017,WilliamsZhang,Williams_Z,User,,"Nanjing,China",,9,2,89
1553,2015,Ray201,,User,,,,25,0,9
1554,2017,1522402210,Mist,User,,,,545,177,1663
1555,2015,peiniwan,,User,,,,18,6,2
1556,2017,binyoucai,挖掘机大王子,User,,"Guangxi, China",,28,2,22
1557,2016,zgbzgb,zgb,User,,,,2,5,24
1558,2016,flyingvirus,,User,,,,3,0,7
1559,2016,AndroidHot,Zhiwei Li,User,,"Chengdu, China",,28,20,122
1560,2014,XatMassacrE,Xat_MassacrE,User,,,,66,22,39
1561,2017,jiufunghaha,,User,,,,5,0,1
1562,2015,Hawken94,Hawken,User,,Bei Jing,,16,10,65
1563,2014,NolanZhao,,User,,Beijing.China,,50,51,60
1564,2016,dongfangqiaoen,东方乔恩,User,,,,8,2,6
1565,2015,wuxiaoxiaoshen,XieWei,User,SHU,Shanghai,,35,74,56
1566,2016,m9rco,Shaowei Pu,User,ʕ•̫͡•ʔ-̫͡-ʕ•͓͡•ʔ-̫͡-ʔ,Beijing China,,141,100,93
1567,2014,andrewmmc,Andrew Mok,User,@lalamove,Hong Kong,,16,32,142
1568,2015,gauravssnl,GAURAV,User,,,,148,243,8256
1569,2016,wangyu1990,Wang Yu,User,A,Hangzhou.China,,0,1,30
1570,2016,paperant,,User,,"Beijing, China",,21,3,43
1571,2015,qdiankun,qdiankun,User,,,,157,6,127
1572,2012,fakegit,,User,,,,428,15,189
1573,2014,AzuresongMageblade,azuresong,User,Belle,"Qingdao,China",,39,2,11
1574,2014,shiping998,wang tianfang ,User,西北工业大学 Northwestern Polytechnical University,西安,,91,4,34
1575,2016,TrustTheBoy,Trust,User,Trust,"3065 Bowers Ave Santa Clara, CA 95054 United States",,81,52,47
1576,2011,alexband,Huang Huang,User,,Chengdu,,62,86,713
1577,2014,yilimy,Y.L.M Orice,User,,,,20,6,8
1578,2013,DFreeMind,露秋,User,unissoft,北京,,22,6,46
1579,2015,litt1e-p,litt1e-p,User,,,,116,27,100
1580,2015,qq781548819,大好时光,User,,,,402,4,130
1581,2017,zeroibc,zeroibc,User,,,,229,6,70
1582,2015,soldier828,xbk,User,THU-VIP,,,16,4,24
1583,2015,zimplexing,Xin,User,@EmptyCup20 ,hangzhou,,22,27,51
1584,2017,w4ctech,w4ctech,User,@github,china,,40,28,781
1585,2015,qiaofei32,Joe,User,,,,63,22,43
1586,2015,shijian123,时间shiwo,User,,,,97,7,105
1587,2017,164580084,AnstJJ,User,,中国广东广州,,26,3,10
1588,2012,pygmalion666,Andy Luo,User,,GuangZhou,,180,31,546
1589,2013,tjhrh,ner,User,ner,ner,,6,2,18
1590,2016,dreamerxiong,Mr X,User,Everywhere,Shanghai,,53,4,40
1591,2015,zwj7181,,User,,,,9,1,56
1592,2014,lyh2668,lyh2668,User,,,,48,32,34
1593,2013,HakunamatataLeo,Gifffffan,User,,,,91,8,82
1594,2016,tudouloveloli,Tudou,User,,"ShangHai,China",,143,10,138
1595,2015,ff0c,,User,,,,55,8,58
1596,2010,DikangGu,Dikang Gu,User,Facebook,Bay Area.,,44,28,25
1597,2014,xu6148152,Binea,User,,,,67,60,15
1598,2016,guangzq,采虹先生,User,,Beijing,,24,18,97
1599,2014,qqjt,拖鞋门吹雪,User,,,,6,3,19
1600,2014,nmshuishui,,User,,Beijing,,9,2,5
1601,2017,TeenieSu,Teenie Su,User,,,,2,1,8
1602,2016,SuperChenSSS,Chen Mengyang,User,@Microsoft ,"Shanghai, China",,55,40,77
1603,2012,fanghuaqi,Huaqi Fang,User,@foss-for-synopsys-dwc-arc-processors ,"Wuhan, Hubei",,80,54,426
1604,2018,MiggyWei,,User,,,,0,0,1
1605,2016,ssttm169,Tom Tan,User,I will tell you if you give me some candies.,"Shenzhen, China",,65,14,69
1606,2015,fpGHwd,Stefrex,User,,"Shenzhen, China",,26,17,65
1607,2017,Seven7McFly,,User,,,,1,3,21
1608,2016,cxMax,makefun,User,,china,,48,25,230
1609,2017,MiracleXYZ,Yuzhang Xie,User,,"Shanghai, China",,20,11,25
1610,2014,taomylife521,Soul Coders,User,,,,61,15,247
1611,2013,lys091112,crescent,User,,,,12,3,3
1612,2016,dragonhaw,dragonhaw,User,,"Wuhan,China",,11,2,35
1613,2012,bjfuzzj,bjfuzzj,User,,,,29,1,10
1614,2014,dsw0214,杜世伟,User,@Bilibili,"Shanghai, China",,80,9,91
1615,2015,YSShannon,,User,,,,28,1,130
1616,2016,iccpeng,peng,User,,Beijing,,49,23,81
1617,2011,johnwonder,,User,,,,96,58,1415
1618,2016,zhaoyunxing92,赵云兴,User,,中国&杭州,,98,1,74
1619,2015,MattQian,,User,,,,13,0,12
1620,2013,dyxushuai,John Smith,User,,"ShangHai, China",,116,36,61
1621,2014,changshoumeng,Taz Zhang,User,,Asia China shanghai,,67,16,147
1622,2014,ivyivylynn,Irene,User,,,,15,12,397
1623,2015,zwgshr,张文广,User,,"中国,山东,青岛 / Qingdao,Shandong,China",,12,0,18
1624,2017,bobli1128,bao_bossLi,User,,"Beijing,zh",,7,1,17
1625,2013,williamauhk,William Au,User,,Hong Kong,,6,3,97
1626,2011,huangbqsky,,User,,,,96,24,226
1627,2017,xia0bs,Yanng,User,,,,67,15,110
1628,2016,rocketlu,,User,,,,3,2,52
1629,2017,JagerDing,JAGER,User,,"Phoenix, AZ",,8,1,1
1630,2016,KangboLu,Kangbo Lu,User,,,,39,51,112
1631,2017,MengPY,DEARJOHN,User,,"Shanghai, China",,13,2,13
1632,2013,huangchenggang,jikeehuang,User,,,,13,3,64
1633,2015,haymanyu,HaymanYu,User,,,,10,2,3
1634,2013,dllen,dllen,User,北京家帮帮科技有限公司,北京,,214,36,336
1635,2012,Tinker-S,Ting Sun,User,Mobvoi,"Haidian, Beijing",,46,56,101
1636,2013,cyhhao,,User,竹笋&美团,,,29,51,21
1637,2018,chenrtoken,,User,,,,4,0,6
1638,2016,yangzuoqi,Yang Zuoqi,User,,"Shanghai, China",,1,1,11
1639,2018,gankeke,,User,,,,0,0,2
1640,2016,Clausding,比尔小老弟,User,,中国深圳,,25,1,16
1641,2011,manuzhang,Manu Zhang,User,,"Shanghai, China",,92,140,234
1642,2011,IPL,Xinyu Wang,User,,Beijing,,9,16,99
1643,2015,madaoCN,madao,User,,,,26,24,14
1644,2016,DukeEnglish,Junyi_Li,User,@meituan,Beijing,,85,8,63
1645,2017,erfengwelink,erfeng,User,,shenzhen，china,,108,18,469
1646,2018,sigmoid3,mgeo,User,,Zhejiang China,,13,0,28
1647,2016,SheenChow,,User,,University of ZhengZhou,,12,2,10
1648,2015,doctording,,User,,,,65,21,14
1649,2015,RongleXie,RongleXie,User,,ChengDu,,87,25,86
1650,2011,hevily,hevily,User,,china,,274,44,754
1651,2018,lantaoxu,,User,,,,54,24,522
1652,2015,evilchaos,,User,,,,5,1,10
1653,2016,CrackerCat,,User,,,,1475,26,487
1654,2012,jingyan,Jing Yan,User,,,,16,7,19
1655,2016,aiminsu,Aimin,User,,,,4,3,31
1656,2016,yian2271368,qiuyu tian,User,iflytek research,,,17,1,5
1657,2013,leefouce,leefouce,User,,Shanghai China,,16,3,2
1658,2014,Nyloner,,User,Bytedance,"Beijing,China",,17,276,23
1659,2015,wesavetheworld,,User,,,,2220,17,333
1660,2016,linsong8208,,User,,,,170,2,80
1661,2016,governormars,没咸鱼的梦想,User,,,,25,13,21
1662,2014,songxin1990,宋鑫 SongXin,User,Song's Co. Ltd,ShenZhen China,,89,48,228
1663,2017,rosefun,Rosefun,User,,,,258,3,244
1664,2012,iStig,iStig,User,喜马拉雅FM,"Shanghai,China",,90,25,171
1665,2014,zkl99999,kailin zhang,User,,,,265,13,99
1666,2013,daydayfantasy,赵腾飞,User,,Beijing,,28,10,27
1667,2017,NeoZion,,User,,,,15,9,57
1668,2017,EruDev,石头,User,,China,,26,27,75
1669,2013,xujianhai,snow4young,User,,,,218,22,403
1670,2014,Dongss,Shaoshuai Dong,User,NIO,"Shanghai,China",,45,39,108
1671,2015,duyueyue,shirley,User,infinityarts,武汉，中国,,160,7,200
1672,2017,wen2cheng,,User,,,,5,0,1
1673,2017,travmygit,trav,User,Zhejiang University,浙江 杭州,,4,5,37
1674,2016,Anthony-Lu,Anthony-Lu,User,,Beijing China,,89,8,50
1675,2012,camark,Ming Gong,User,,,,505,15,220
1676,2012,q640202047,William Leung,User,,,,8,0,7
1677,2016,dncmn,,User,,,,32,7,126
1678,2013,lyzz0612,skyup,User,,China,,22,17,1
1679,2018,aaaboss,,User,,,,2,0,2
1680,2015,thecatshidog,,User,,,,54,18,262
1681,2014,Leocodefocus,leo,User,Bupt,Beijing,,112,22,88
1682,2016,GoogleCodes,,User,,,,62,6,28
1683,2015,liangdahong,梁先森,User,BlueMoon,"Guangzhou , China",,89,207,253
1684,2015,feaswcy,feaswcy,User,didi,Beijing，China,,18,6,21
1685,2017,Hermesfish,hermesfish,User,,"JiangSu, China",,98,0,20
1686,2011,shepherddog,zhiminbai,User,,Nanjing,,5,1,5
1687,2013,Renford,,User,,,,22,1,16
1688,2015,itibbers,Ryan Ji,User,,,,22,14,40
1689,2017,styleolder,scrapy,User,,,,46,1,21
1690,2014,cnwangjie,Yunhao Zhang,User,seeking...,"Hefei, Anhui, PRC",,60,90,82
1691,2015,mrhjx2,,User,zhejiangranzhong jinrongfuwu gufenyouxiangongsi,HangZhoushi,,31,8,132
1692,2016,TwistHdc,mlzgb,User,,,,3,0,1
1693,2012,wilddylan,Dylan,User,Dylan,浙江省 杭州市,,52,123,207
1694,2013,jkxqj,跳跳猴,User,vivo,shenzhen,,18,48,66
1695,2018,muxiaomu001,,User,,,,3,0,1
1696,2016,dphong,Whark,User,,Shanghai,,23,5,16
1697,2015,yangjinsong,,User,,,,14,2,23
1698,2018,mahesh143vms,,User,,,,1,0,3
1699,2016,peichangbao,,User,,,,3,1,1
1700,2016,Real-young,Booming Young,User,,Shenzhen Guangdong China,,56,10,40
1701,2017,zhumengguang,,User,,,,104,3,58
1702,2017,cexll,imorta,User,,,,14,11,7
1703,2014,vkyang,,User,,,,2,0,7
1704,2016,YanPengImp,imp,User,codoon,ChengDu,,38,4,5
1705,2016,acheng93,null,User,,"Chongqing,China",,5,8,66
1706,2012,zhangyanrui,Will Zhang,User,,Beijing,,44,19,68
1707,2016,luyunfeng,lucode,User,,地球,,73,19,47
1708,2014,kyneh,,User,,,,2,0,4
1709,2014,Flatheadman,,User,,,,13,7,18
1710,2016,LittleChengxuYuan,LittleChengxuYuan,User,,"wuhan,China",,3,3,5
1711,2016,yhangf,yhf,User,,,,10,140,9
1712,2016,wyon1314,wyon,User,,,,33,0,10
1713,2015,depers,__fulin,User,,甘肃张掖(CHINA),,11,15,108
1714,2016,SeanChengN,,User,Boy♂Next♂Door,China,,15,1,19
1715,2017,MoveLikeRabbit,司颖,User,,,,18,2,7
1716,2015,zhxfei,,User,,,,22,14,39
1717,2016,CallMeMhz,Mega Hertz,User,,,,32,3,27
1718,2017,DripDripDrip,,User,,,,3,0,1
1719,2016,Sir7,,User,,,,3,1,2
1720,2011,zhzenghui,zhzenghui,User,,,,311,14,101
1721,2017,xmmmmmovo, !输认不永DGL,User,,North University of China,,12,18,46
1722,2015,leyiqiang,Leyi Qiang,User,,,,28,17,31
1723,2014,thomasmktong,Thomas Tong,User,,Hong Kong,,36,19,26
1724,2016,layiw,赖益文,User,,珠海,,30,1,11
1725,2017,bohenmian,杨松柏,User,,chengdu,,30,6,25
1726,2015,heyuxin,,User,,,,2,6,31
1727,2016,tak-wah,Dehua Wang,User,HIT,BeiJing,,62,5,11
1728,2017,shiwanghua,Swhua,User,NO now.,GuangZhou,,5,0,4
1729,2015,mangouu,,User,,,,59,0,50
1730,2016,ufukcelen,Ufuk Çelen,User,,Turkey / Ist,,5,0,7
1731,2017,EternalKeel,,User,,,,282,10,291
1732,2013,district10,TANG ZhiXiong,User,Momenta,"Wudaokou, Beijing, China",,214,143,476
1733,2016,jajupmochi,linlin,User,Institut National des Sciences Appliquées de Rouen Normandie,"Rouen, France",,10,4,33
1734,2017,8979AND,,User,,,,3,0,2
1735,2016,Ninzero,,User,Wellington College,,,4,0,6
1736,2014,pengshiqi,Patrick_psq,User,Shanghai Jiao Tong University,Shanghai,,28,23,29
1737,2014,xiaoxiaoleo,小小leo,User,,Zion,,47,174,354
1738,2015,DavidZhiXing,,User,,,,86,8,39
1739,2017,willemsestan,,User,,,,4,2,24
1740,2015,minhao1995,minhao,User,,,,26,9,84
1741,2015,yeyiqing,yiqing ye,User,,HangZhou Zhejiang ,,13,0,1
1742,2014,ausky,,User,,,,4,3,22
1743,2014,robot0x,,User,,,,436,2,116
1744,2016,mallGit,,User,,,,7,0,3
1745,2014,Perrywzp,Perry,User,hikvison,"HangZhou,ZheJiang",,63,7,22
1746,2015,KDXdaxiong628,CoderDX,User,,,,85,2,21
1747,2016,xxxgitone,X.C,User,student,"ShangHai,China",,34,73,140
1748,2011,TimothyYe,Timothy,User,,"Chengdu, China",,71,333,61
1749,2016,Tower1189,tower1189,User,,,,18,0,4
1750,2016,TClion,,User,,"Beijing,China",,77,3,24
1751,2011,kennethxian,MaoYuan Xian,User,ChinaHadoop,Beijing,,31,22,2
1752,2018,RumiaLunnar,Rumia,User,,,,4,4,47
1753,2017,xiafansheng,夏凡盛,User,中央财经大学,北京,,5,11,188
1754,2014,HachikoDream,Wells,User,Alibaba,hangzhou.China,,67,18,107
1755,2016,27xx,2727,User,,,,59,6,18
1756,2017,252860883,Dinosaur-,User,Tianjin Polytechnic University,Beijing,,38,11,51
1757,2011,seizetheday,James Liu,User,,,,5,2,38
1758,2017,Supremesir,,User,,,,1,6,21
1759,2017,Leihungjyu,Leihungjyu,User,,"Chengdu,China",,0,2,2
1760,2015,srxboys,smx,User,Yooli,"Beijing, China",,50,17,69
1761,2013,qljiong,Bethink,User,,xiamen,,14,7,73
1762,2017,caofengl,devin,User,,"Xi'an, China",,8,11,193
1763,2016,ejunjsh,IdiotSky,User,Ericsson‘,Guangzhou China,,64,34,57
1764,2017,setadd,,User,,,,8,4,110
1765,2015,moyuanhuang,Moyuan Huang,User,@appfolio ,"San Diego, CA",,27,3,33
1766,2011,rench,rench,User,,"Chengdu,China",,108,15,39
1767,2016,JingYeoh,Yeoh,User,@bytedance,Beijing.China,,24,169,91
1768,2013,lookinghong,,User,,ShangHai,,9,3,24
1769,2017,SUNYI31,Sandy_SY,User,,,,1,2,23
1770,2016,YellowDong,,User,,,,20,0,11
1771,2016,lucky-beans,,User,,,,14,14,216
1772,2018,z845974243,张飞,User,,,,1,0,14
1773,2012,garnettk,Simon Leung,User,,,,5,30,744
1774,2018,zhangchensong,,User,,,,7,0,7
1775,2013,niexiaosong,聂晓松,User,,,,26,4,20
1776,2015,learnr27,,User,,,,40,2,66
1777,2015,dantefu9001,DanteDefatted,User,,"SH,PRC",,3,1,6
1778,2014,encorechow,Zheng Zhou,User,Oregon State University,"Corvallis, OR",,30,9,14
1779,2018,TVVVVVV,,User,,,,2,0,1
1780,2015,zhilonglu,,User,,,,302,8,51
1781,2015,lily-lee,Lily Lee,User,,Chengdu,,11,8,28
1782,2017,XiaoYee,XiaoYee,User,,WuHan,,12,14,29
1783,2016,chenjunCodingGit,陈俊,User,,chengdu,,20,2,13
1784,2018,vinyou,,User,,shanghai,,30,0,2
1785,2016,liuyun1995,劳夫子,User,,中国上海,,15,1,71
1786,2017,forgiveboo,forgiveboo,User,,,,2,6,11
1787,2016,tystudy,,User,,,,45,0,10
1788,2011,reesun,Alex,User,come2art,Beijing,,252,6,159
1789,2008,yava555,yava,User,,,,6,21,71
1790,2017,ss313022298,MomNoodle,User,,Beijing,,23,1,19
1791,2012,zyqhi,LaZyQ,User,NetEase,"Hangzhou, China",,31,15,90
1792,2015,CrazyMelody,,User,,,,9,2,6
1793,2017,yusirkuan,,User,,,,20,0,5
1794,2016,WoooTer,WooTer,User,,,,13,1,10
1795,2013,zacksleo,zacks,User,@haolianluo ,"Hangzhou,China",,105,45,164
1796,2016,jieli4970,,User,,,,54,6,23
1797,2016,tzhang2014,zhangtian,User,,guangzhou ,,95,3,60
1798,2017,maruidong19930514,,User,,,,3,0,1
1799,2015,rexnxiaobai,rex lau,User,,hangzhou,,31,13,376
1800,2011,mingrui,Mingrui Jiang,User,,,,66,51,505
1801,2018,wy595549,王大勇,User,,,,6,0,9
1802,2015,qianlongo,谦龙,User,外卖厂,https://qianlongo.github.io/,,86,225,215
1803,2012,mouse1130,,User,,,,33,0,8
1804,2017,fwayne,,User,,,,5,2,4
1805,2016,moli232777144,moli232777144,User,,,,5,59,45
1806,2017,HashWaney,KK,User,,shenzheng china,,63,3,16
1807,2014,zeromake,zeromake,User,厦门-欢乐逛 @gaoding-inc,Xia Men/China,,43,47,147
1808,2017,f0829,,User,,,,620,13,373
1809,2011,coolzilj,Jin Liu,User,@Puffant,"Shenzhen, China",,89,124,766
1810,2015,kaskgj,跑火车,User,,,,8,1,15
1811,2011,nilportugues,Nil Portugués Calderó,User,,"Barcelona, Catalunya",,820,165,260
1812,2018,StonesLuo,StonesLuo,User,,"Shanghai, China",,3,2,12
1813,2015,PiaoMax,,User,,,,7,0,2
1814,2014,zry98,Zry98,User,,"Zhejiang, China",,0,13,26
